"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"80","cluster2","GO:0009404","toxin metabolic process","11/235","223/20876",4.75986268705536e-05,0.000468251491839071,0.000356989701529152,"AT4G26470/AT4G18170/AT2G39200/AT3G28210/AT3G03190/AT2G43000/AT4G02520/AT1G02920/AT3G26830/AT2G30860/AT2G22330",11
"81","cluster2","GO:0035556","intracellular signal transduction","17/235","495/20876",4.92993900814089e-05,0.000478995308568751,0.000365180667269696,"AT4G01250/AT2G35930/AT5G52830/AT2G05940/AT2G25735/AT4G16350/AT5G47730/AT5G47120/AT2G36470/AT1G28370/AT3G26830/AT1G19180/AT3G23230/AT1G01560/AT5G64870/AT3G54640/AT3G57450",17
"82","cluster2","GO:0055065","metal ion homeostasis","11/235","227/20876",5.59026789710158e-05,0.000536529370124262,0.000409043992470848,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT4G30110/AT2G28960/AT4G31910/AT3G22910/AT4G25090",11
"83","cluster2","GO:0052542","defense response by callose deposition","6/235","63/20876",7.5893803582711e-05,0.000713166677436985,0.000543710300460218,"AT2G02310/AT1G24100/AT3G50930/AT2G22330/AT4G31500/AT3G54640",6
"84","cluster2","GO:0006875","cellular metal ion homeostasis","10/235","195/20876",7.61194420644305e-05,0.000713166677436985,0.000543710300460218,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT2G28960/AT4G31910/AT3G22910/AT4G25090",10
"85","cluster2","GO:0009991","response to extracellular stimulus","14/235","373/20876",9.10815159229188e-05,0.000843307682721613,0.000642928347691191,"AT4G19680/AT3G47040/AT2G05940/AT5G17820/AT3G17770/AT4G38830/AT3G45410/AT5G51160/AT3G52820/AT2G28960/AT3G04530/AT5G61420/AT4G31910/AT4G25090",14
"86","cluster2","GO:0043069","negative regulation of programmed cell death","9/235","168/20876",0.000124923873177534,0.00114319869989209,0.000871561905889776,"AT2G35930/AT2G05940/AT5G47120/AT1G28370/AT5G40780/AT1G77380/AT5G50200/AT1G19180/AT1G01560",9
"87","cluster2","GO:0035690","cellular response to drug","14/235","390/20876",0.000145250038750123,0.00131392851145226,0.00100172440517326,"AT2G35930/AT2G05940/AT5G15120/AT5G47120/AT2G19590/AT3G28210/AT2G36470/AT1G28370/AT2G16060/AT3G02550/AT3G26830/AT1G19180/AT1G01560/AT3G54640",14
"88","cluster2","GO:0050801","ion homeostasis","13/235","343/20876",0.000147330278085189,0.00131760146423913,0.00100452462330811,"AT1G30560/AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT4G30110/AT2G28960/AT4G31910/AT3G22910/AT4G25090",13
"89","cluster2","GO:0060548","negative regulation of cell death","9/235","172/20876",0.000149291289173612,0.00132013757954643,0.00100645812926031,"AT2G35930/AT2G05940/AT5G47120/AT1G28370/AT5G40780/AT1G77380/AT5G50200/AT1G19180/AT1G01560",9
"90","cluster2","GO:0006865","amino acid transport","11/235","255/20876",0.000156967142055323,0.00137259045330599,0.00104644761370216,"AT4G02330/AT3G54420/AT4G18170/AT1G52200/AT3G50770/AT2G39200/AT1G65690/AT5G24230/AT5G40780/AT1G77380/AT5G50200",11
"91","cluster2","GO:0015711","organic anion transport","12/235","302/20876",0.000171236733136496,0.00148091548327937,0.00112903340529558,"AT1G30560/AT4G02330/AT3G54420/AT4G18170/AT1G52200/AT3G50770/AT2G39200/AT1G65690/AT5G24230/AT5G40780/AT1G77380/AT5G50200",12
"92","cluster2","GO:0009863","salicylic acid mediated signaling pathway","13/235","353/20876",0.00019524300124833,0.00167017654328734,0.00127332392118476,"AT2G35930/AT2G05940/AT5G15120/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT2G16060/AT3G02550/AT3G26830/AT1G19180/AT1G01560/AT3G54640",13
"93","cluster2","GO:0071446","cellular response to salicylic acid stimulus","13/235","355/20876",0.000206282504834799,0.00174563797102136,0.00133085486990193,"AT2G35930/AT2G05940/AT5G15120/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT2G16060/AT3G02550/AT3G26830/AT1G19180/AT1G01560/AT3G54640",13
"94","cluster2","GO:0008652","cellular amino acid biosynthetic process","15/235","454/20876",0.000208794357458694,0.00174809743957439,0.00133272994122571,"AT4G34050/AT3G44720/AT1G62560/AT3G03780/AT2G43000/AT5G17990/AT3G02020/AT2G43100/AT5G23020/AT1G18590/AT5G54810/AT2G22330/AT1G25220/AT4G31500/AT3G54640",15
"95","cluster2","GO:0010120","camalexin biosynthetic process","3/235","11/20876",0.000217377043675605,0.00178203888929897,0.00135860652297253,"AT2G43000/AT3G26830/AT2G22330",3
"96","cluster2","GO:0052317","camalexin metabolic process","3/235","11/20876",0.000217377043675605,0.00178203888929897,0.00135860652297253,"AT2G43000/AT3G26830/AT2G22330",3
"97","cluster2","GO:0030968","endoplasmic reticulum unfolded protein response","9/235","185/20876",0.000257507470261173,0.00208926164016024,0.00159282971295571,"AT2G05940/AT2G25735/AT5G47120/AT2G02810/AT1G28370/AT5G40780/AT1G19180/AT1G01560/AT3G57450",9
"98","cluster2","GO:0071236","cellular response to antibiotic","13/235","364/20876",0.000262843093671176,0.00211079096652261,0.00160924343063985,"AT2G35930/AT2G05940/AT5G15120/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT2G16060/AT3G02550/AT3G26830/AT1G19180/AT1G01560/AT3G54640",13
"99","cluster2","GO:0006986","response to unfolded protein","9/235","187/20876",0.000278837948009287,0.00211408881745133,0.00161175767531232,"AT2G05940/AT2G25735/AT5G47120/AT2G02810/AT1G28370/AT5G40780/AT1G19180/AT1G01560/AT3G57450",9
"100","cluster2","GO:0034620","cellular response to unfolded protein","9/235","187/20876",0.000278837948009287,0.00211408881745133,0.00161175767531232,"AT2G05940/AT2G25735/AT5G47120/AT2G02810/AT1G28370/AT5G40780/AT1G19180/AT1G01560/AT3G57450",9
"101","cluster2","GO:0035967","cellular response to topologically incorrect protein","9/235","187/20876",0.000278837948009287,0.00211408881745133,0.00161175767531232,"AT2G05940/AT2G25735/AT5G47120/AT2G02810/AT1G28370/AT5G40780/AT1G19180/AT1G01560/AT3G57450",9
"102","cluster2","GO:0055080","cation homeostasis","12/235","319/20876",0.000282901554121279,0.00211408881745133,0.00161175767531232,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT4G30110/AT2G28960/AT4G31910/AT3G22910/AT4G25090",12
"103","cluster2","GO:0009403","toxin biosynthetic process","3/235","12/20876",0.000287430118764031,0.00211408881745133,0.00161175767531232,"AT2G43000/AT3G26830/AT2G22330",3
"104","cluster2","GO:0009700","indole phytoalexin biosynthetic process","3/235","12/20876",0.000287430118764031,0.00211408881745133,0.00161175767531232,"AT2G43000/AT3G26830/AT2G22330",3
"105","cluster2","GO:0046217","indole phytoalexin metabolic process","3/235","12/20876",0.000287430118764031,0.00211408881745133,0.00161175767531232,"AT2G43000/AT3G26830/AT2G22330",3
"106","cluster2","GO:0052314","phytoalexin metabolic process","3/235","12/20876",0.000287430118764031,0.00211408881745133,0.00161175767531232,"AT2G43000/AT3G26830/AT2G22330",3
"107","cluster2","GO:0052315","phytoalexin biosynthetic process","3/235","12/20876",0.000287430118764031,0.00211408881745133,0.00161175767531232,"AT2G43000/AT3G26830/AT2G22330",3
"108","cluster2","GO:0009414","response to water deprivation","14/235","418/20876",0.000295410650978012,0.00215266835481199,0.00164117028321118,"AT2G35930/AT2G05940/AT3G17770/AT3G02480/AT5G47120/AT3G28210/AT2G21660/AT1G28370/AT2G40880/AT2G38340/AT3G26830/AT1G19180/AT1G01560/AT1G74100",14
"109","cluster2","GO:0031348","negative regulation of defense response","11/235","277/20876",0.00032009243258579,0.00231112609582584,0.00176197669313279,"AT2G35930/AT2G05940/AT1G22180/AT5G47120/AT2G38860/AT2G36470/AT1G28370/AT3G26830/AT1G19180/AT1G01560/AT3G54640",11
"110","cluster2","GO:0009753","response to jasmonic acid","15/235","474/20876",0.000330275809429065,0.00236297329109704,0.00180150441506763,"AT2G35930/AT2G05940/AT4G12030/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT5G61420/AT3G26830/AT1G19180/AT1G01560/AT1G74100/AT5G64810/AT3G54640/AT3G57450",15
"111","cluster2","GO:0015849","organic acid transport","11/235","280/20876",0.000350705237705286,0.00246433055423268,0.00187877805913546,"AT4G02330/AT3G54420/AT4G18170/AT1G52200/AT3G50770/AT2G39200/AT1G65690/AT5G24230/AT5G40780/AT1G77380/AT5G50200",11
"112","cluster2","GO:0046942","carboxylic acid transport","11/235","280/20876",0.000350705237705286,0.00246433055423268,0.00187877805913546,"AT4G02330/AT3G54420/AT4G18170/AT1G52200/AT3G50770/AT2G39200/AT1G65690/AT5G24230/AT5G40780/AT1G77380/AT5G50200",11
"113","cluster2","GO:0009415","response to water","14/235","426/20876",0.00035742462947461,0.00248932020704883,0.00189782989101563,"AT2G35930/AT2G05940/AT3G17770/AT3G02480/AT5G47120/AT3G28210/AT2G21660/AT1G28370/AT2G40880/AT2G38340/AT3G26830/AT1G19180/AT1G01560/AT1G74100",14
"114","cluster2","GO:0030003","cellular cation homeostasis","11/235","282/20876",0.000372452907269464,0.00257123191246551,0.00196027845931297,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT2G28960/AT4G31910/AT3G22910/AT4G25090",11
"115","cluster2","GO:0009867","jasmonic acid mediated signaling pathway","11/235","286/20876",0.000419361818255682,0.0028451530255795,0.00216911285304663,"AT2G35930/AT2G05940/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT3G26830/AT1G19180/AT1G01560/AT5G64810/AT3G54640",11
"116","cluster2","GO:0071395","cellular response to jasmonic acid stimulus","11/235","286/20876",0.000419361818255682,0.0028451530255795,0.00216911285304663,"AT2G35930/AT2G05940/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT3G26830/AT1G19180/AT1G01560/AT5G64810/AT3G54640",11
"117","cluster2","GO:0048878","chemical homeostasis","13/235","387/20876",0.000470840520127546,0.00316710674649897,0.00241456676988485,"AT1G30560/AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT4G30110/AT2G28960/AT4G31910/AT3G22910/AT4G25090",13
"118","cluster2","GO:0006873","cellular ion homeostasis","11/235","291/20876",0.000484878630402333,0.00323389391632743,0.0024654845613678,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT2G28960/AT4G31910/AT3G22910/AT4G25090",11
"119","cluster2","GO:0071407","cellular response to organic cyclic compound","13/235","393/20876",0.000543807216797796,0.00359643932453669,0.00274188512671158,"AT2G35930/AT2G05940/AT5G15120/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT2G16060/AT3G02550/AT3G26830/AT1G19180/AT1G01560/AT3G54640",13
"120","cluster2","GO:0006972","hyperosmotic response","10/235","250/20876",0.000563213624134896,0.00369374268495136,0.00281606812067448,"AT2G05940/AT3G28210/AT2G43000/AT2G21660/AT1G28370/AT2G40880/AT1G19180/AT1G01560/AT1G74100/AT3G22890",10
"121","cluster2","GO:0055082","cellular chemical homeostasis","11/235","300/20876",0.00062442715104013,0.00406135675924448,0.00309633298036428,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT2G28960/AT4G31910/AT3G22910/AT4G25090",11
"122","cluster2","GO:0052545","callose localization","6/235","97/20876",0.000803721554043798,0.00518466281174155,0.00395272895431376,"AT2G02310/AT1G24100/AT3G50930/AT2G22330/AT4G31500/AT3G54640",6
"123","cluster2","GO:0000165","MAPK cascade","9/235","221/20876",0.000931104387943694,0.00588924120370887,0.00448989164196356,"AT2G35930/AT2G05940/AT5G47120/AT2G36470/AT1G28370/AT3G26830/AT1G19180/AT1G01560/AT3G54640",9
"124","cluster2","GO:0023014","signal transduction by protein phosphorylation","9/235","221/20876",0.000931104387943694,0.00588924120370887,0.00448989164196356,"AT2G35930/AT2G05940/AT5G47120/AT2G36470/AT1G28370/AT3G26830/AT1G19180/AT1G01560/AT3G54640",9
"125","cluster2","GO:0001666","response to hypoxia","6/235","100/20876",0.000942877244812348,0.00588924120370887,0.00448989164196356,"AT5G15120/AT2G36470/AT2G16060/AT3G02550/AT4G31970/AT1G26410",6
"126","cluster2","GO:0033037","polysaccharide localization","6/235","100/20876",0.000942877244812348,0.00588924120370887,0.00448989164196356,"AT2G02310/AT1G24100/AT3G50930/AT2G22330/AT4G31500/AT3G54640",6
"127","cluster2","GO:0019725","cellular homeostasis","11/235","317/20876",0.000979725377132659,0.00607121158900317,0.00462862382897319,"AT4G19680/AT3G47040/AT5G17820/AT4G38830/AT3G45410/AT5G51160/AT1G52200/AT2G28960/AT4G31910/AT3G22910/AT4G25090",11
"128","cluster2","GO:0009751","response to salicylic acid","14/235","473/20876",0.000994172671938618,0.0061126085376226,0.00466018439971227,"AT2G35930/AT2G05940/AT5G15120/AT5G47120/AT3G28210/AT2G36470/AT1G28370/AT2G16060/AT5G61420/AT3G02550/AT3G26830/AT1G19180/AT1G01560/AT3G54640",14
"129","cluster2","GO:0009963","positive regulation of flavonoid biosynthetic process","6/235","103/20876",0.00109987035373697,0.00665844591069997,0.00507632470955525,"AT1G51680/AT2G30490/AT2G05940/AT4G34050/AT3G44720/AT5G49660",6
"130","cluster2","GO:0036293","response to decreased oxygen levels","6/235","103/20876",0.00109987035373697,0.00665844591069997,0.00507632470955525,"AT5G15120/AT2G36470/AT2G16060/AT3G02550/AT4G31970/AT1G26410",6
"131","cluster2","GO:0009073","aromatic amino acid family biosynthetic process","6/235","104/20876",0.00115641866610425,0.00689470825927306,0.00525644848229204,"AT3G44720/AT5G17990/AT5G54810/AT1G25220/AT4G31500/AT3G54640",6
"132","cluster2","GO:0070482","response to oxygen levels","6/235","104/20876",0.00115641866610425,0.00689470825927306,0.00525644848229204,"AT5G15120/AT2G36470/AT2G16060/AT3G02550/AT4G31970/AT1G26410",6
"133","cluster2","GO:0010310","regulation of hydrogen peroxide metabolic process","8/235","186/20876",0.00125611225170089,0.00743278452698193,0.00566667181218445,"AT2G35930/AT5G15120/AT2G36470/AT2G16060/AT3G02550/AT3G26830/AT1G01560/AT3G54640",8
"134","cluster2","GO:0016054","organic acid catabolic process","12/235","386/20876",0.00149905903319197,0.00873895895645983,0.0066624845919643,"AT1G52200/AT1G24100/AT2G38860/AT5G17990/AT1G18590/AT4G39940/AT2G30860/AT2G22330/AT4G31500/AT1G74100/AT3G22890/AT3G54640",12
"135","cluster2","GO:0046395","carboxylic acid catabolic process","12/235","386/20876",0.00149905903319197,0.00873895895645983,0.0066624845919643,"AT1G52200/AT1G24100/AT2G38860/AT5G17990/AT1G18590/AT4G39940/AT2G30860/AT2G22330/AT4G31500/AT1G74100/AT3G22890/AT3G54640",12
"136","cluster2","GO:0009625","response to insect","4/235","45/20876",0.0016239350855368,0.00939733023762841,0.00716441949501531,"AT2G05940/AT5G61420/AT3G26830/AT2G22330",4
"137","cluster4","GO:0055065","metal ion homeostasis","28/284","227/20876",7.06808883027874e-19,3.39737884599159e-16,2.814486819335e-16,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT4G16370/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT5G13740/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710/AT3G56240/AT5G02600/AT2G18790",28
"138","cluster4","GO:0098771","inorganic ion homeostasis","29/284","248/20876",7.23616367623342e-19,3.39737884599159e-16,2.814486819335e-16,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT4G16370/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT5G13740/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47420/AT3G47640/AT3G21710/AT3G56240/AT5G02600/AT2G18790",29
"139","cluster4","GO:0055076","transition metal ion homeostasis","25/284","176/20876",1.80220935791564e-18,5.64091529027595e-16,4.67309724736721e-16,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT5G13740/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710/AT3G56240",25
"140","cluster4","GO:0009805","coumarin biosynthetic process","16/284","54/20876",1.19590634619782e-17,2.60750918038493e-15,2.16013596133004e-15,"AT1G02500/AT1G51680/AT3G21240/AT2G37040/AT2G40890/AT3G53260/AT5G22630/AT1G35580/AT1G28680/AT1G48850/AT5G48930/AT5G24760/AT1G65840/AT4G25030/AT4G38620/AT3G56240",16
"141","cluster4","GO:0046916","cellular transition metal ion homeostasis","23/284","154/20876",1.39323746623866e-17,2.60750918038493e-15,2.16013596133004e-15,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710/AT3G56240",23
"142","cluster4","GO:0009804","coumarin metabolic process","16/284","55/20876",1.66614005136417e-17,2.60750918038493e-15,2.16013596133004e-15,"AT1G02500/AT1G51680/AT3G21240/AT2G37040/AT2G40890/AT3G53260/AT5G22630/AT1G35580/AT1G28680/AT1G48850/AT5G48930/AT5G24760/AT1G65840/AT4G25030/AT4G38620/AT3G56240",16
"143","cluster4","GO:0006875","cellular metal ion homeostasis","25/284","195/20876",2.23090713156286e-17,2.99260256648218e-15,2.47915845146609e-15,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT4G16370/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710/AT3G56240/AT2G18790",25
"144","cluster4","GO:0055072","iron ion homeostasis","22/284","141/20876",2.74640291467057e-17,3.22359042109459e-15,2.67051546571257e-15,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710",22
"145","cluster4","GO:0006879","cellular iron ion homeostasis","21/284","127/20876",4.32044993784319e-17,4.50766943514973e-15,3.73428363048669e-15,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710",21
"146","cluster4","GO:0048878","chemical homeostasis","32/284","387/20876",3.05072131257279e-16,2.86462731250585e-14,2.37314005262241e-14,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT4G16370/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT4G37270/AT5G19970/AT4G19680/AT5G47910/AT1G72200/AT3G18290/AT5G48930/AT5G13740/AT3G25930/AT5G67330/AT2G23170/AT3G14940/AT2G34830/AT3G47420/AT3G47640/AT3G21710/AT3G56240/AT5G02600/AT2G18790",32
"147","cluster4","GO:0071732","cellular response to nitric oxide","11/284","20/20876",3.66787363535703e-16,3.13103031236386e-14,2.59383599667832e-14,"AT5G36890/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950",11
"148","cluster4","GO:0071731","response to nitric oxide","11/284","21/20876",7.61018655075748e-16,5.49689628550867e-14,4.55378774170833e-14,"AT5G36890/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950",11
"149","cluster4","GO:0097366","response to bronchodilator","11/284","21/20876",7.61018655075748e-16,5.49689628550867e-14,4.55378774170833e-14,"AT5G36890/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950",11
"150","cluster4","GO:0071248","cellular response to metal ion","13/284","38/20876",1.6601568112392e-15,1.05429966241095e-13,8.73412309311909e-14,"AT5G36890/AT1G02500/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950/AT4G35040",13
"151","cluster4","GO:0010106","cellular response to iron ion starvation","19/284","116/20876",1.68418476423474e-15,1.05429966241095e-13,8.73412309311909e-14,"AT1G23020/AT3G56970/AT1G74770/AT3G56980/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT3G25930/AT3G14940/AT2G34830/AT3G47640/AT3G21710",19
"152","cluster4","GO:1901699","cellular response to nitrogen compound","12/284","30/20876",2.2154874069871e-15,1.30021417197556e-13,1.07713499589702e-13,"AT5G36890/AT1G56160/AT3G53480/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950",12
"153","cluster4","GO:1902170","cellular response to reactive nitrogen species","11/284","23/20876",2.84771052817743e-15,1.572941285858e-13,1.30307001877592e-13,"AT5G36890/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950",11
"154","cluster4","GO:0071281","cellular response to iron ion","12/284","31/20876",3.57126565427327e-15,1.86301024964589e-13,1.5433715312912e-13,"AT5G36890/AT1G02500/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950",12
"155","cluster4","GO:0050801","ion homeostasis","29/284","343/20876",4.57088421196904e-15,2.25897909212575e-13,1.87140356379231e-13,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT4G16370/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT5G13740/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47420/AT3G47640/AT3G21710/AT3G56240/AT5G02600/AT2G18790",29
"156","cluster4","GO:0055080","cation homeostasis","28/284","319/20876",5.38038281294468e-15,2.52608973067753e-13,2.0926857361927e-13,"AT1G23020/AT5G26820/AT3G56970/AT1G74770/AT3G56980/AT4G16370/AT1G68880/AT2G41240/AT4G19690/AT3G58810/AT5G03570/AT5G04150/AT1G01580/AT4G37270/AT5G19970/AT4G19680/AT1G72200/AT3G18290/AT5G13740/AT3G25930/AT5G67330/AT3G14940/AT2G34830/AT3G47640/AT3G21710/AT3G56240/AT5G02600/AT2G18790",28
"157","cluster4","GO:0071241","cellular response to inorganic substance","13/284","43/20876",1.05541640601653e-14,4.71921907261675e-13,3.90953746389079e-13,"AT5G36890/AT1G02500/AT1G56160/AT3G53280/AT2G28160/AT2G05830/AT4G19690/AT5G55620/AT1G49820/AT5G38820/AT3G12900/AT5G04950/AT4G35040",13
